seed,backbone,method,kstar,CatMRR,CatNDCG,R20,NDCG20,JS,LT20,Coverage,Gini,lensKLmax,n_sink
42,B_blind,BASE,,0.2803172058174838,0.3780368246356513,0.09373116489112335,0.047041489475757335,0.33882440999159835,0.015876737341904302,0.18660647103085026,0.97313765784444,2.7629606228556476,2
42,B_blind,SIT,0.5,0.3416243469027141,0.41999835711170885,0.0885901736827892,0.03896274060362317,0.335759397529727,0.03505253699276591,0.28893905191873587,0.9491164596428618,1.7557514726653605,1
42,B_blind,Steck-b,1.0,0.35562094797373656,0.4195425149407816,0.0742403982648471,0.033118936677557,0.2149490154414758,0.06377528020283985,0.3413594181088538,0.9284007704737607,2.9318804126417204,1
42,B_blind,UNI_mean,0.05,0.2784327430038629,0.37644395369149297,0.09361331363359303,0.047068173528984784,0.33954145424432153,0.015752457599123512,0.18585402558314523,0.9732713626369647,2.7853323451744854,2
42,B_blind,UNI_glob,2.0,0.3446750782898497,0.4571166463957096,0.07483548289302094,0.03980459522916179,0.2200305852157617,0.6834820928114149,0.4216202658640582,0.8902612169927362,3.0289571121520362,2
42,B_full,BASE,,0.3901134556498838,0.4646637456353113,0.09248306319114505,0.042251553779276495,0.31298644343477594,0.12895153245223961,0.4524705292199649,0.9351245533408954,2.726079459491555,1
42,B_full,SIT,0.5,0.40700119800758844,0.46884512501085623,0.08141472050580821,0.03661632827789359,0.3321590436792335,0.16523556828620056,0.5176824680210684,0.9151998698628978,2.141344590137445,1
42,B_full,Steck-b,0.5,0.4020918909987041,0.46426955686168214,0.08271999004258376,0.038071381929191045,0.27746149267690906,0.1608716545633045,0.5119137195886632,0.9150764444959052,2.87875024559244,1
42,B_full,UNI_mean,0.05,0.38966240322354034,0.4642929937497083,0.09263704649611304,0.04229332140649299,0.3132356159505976,0.1287170956573127,0.45196889892149483,0.9351987168103135,2.729923034913227,1
42,B_full,UNI_glob,2.0,0.44362836467923855,0.5092092431738876,0.05045794442338289,0.02299101620574677,0.2926744088625498,0.8244294412989674,0.6175068974166039,0.8538959093610554,2.8042972955859313,1
42,EASE,BASE,,0.27042508387556985,0.3613780124933442,0.09502502385566546,0.04499900743032257,0.3599041258827511,0.010134448259336546,0.20943064961123653,0.9813105435848066,2.9951346818037687,2
42,EASE,SIT,0.1,0.31951868750229506,0.344497105235548,0.050319809412292645,0.02420693681838661,0.4956826049278411,0.08917918983657924,0.5653373463757211,0.9026314011668868,1.336507057556071,0
42,EASE,Steck-b,0.1,0.31496800125698643,0.349953092121157,0.05308807521059374,0.026111317995984283,0.3441834831609959,0.17265563263984948,0.5317281163782293,0.9008115971302848,2.7855273039990376,1
42,EASE,UNI_mean,0.05,0.25914127291758876,0.34169426704415085,0.09483789311482906,0.045871794582479475,0.39228318494823117,0.009733363630363947,0.20040130423877603,0.9826471097726746,3.1466062046210763,2
42,EASE,UNI_glob,0.5,0.4042038144340738,0.5050957309202276,0.01867155843149615,0.007530517000745412,0.1899114732269545,0.999364478593357,0.6443441183847505,0.8087263920701266,3.9052898853735627,1
42,SASRec,BASE,,0.42041635367166313,0.5238780623212904,0.08083911782779787,0.038664260910386564,0.20420660688923284,0.597683878351601,0.9972410333584149,0.507374196338076,2.9891727030691424,1
42,SASRec,SIT,0.25,0.43162712194533476,0.5247059136478436,0.08127647866395563,0.03841239362047793,0.2193035231928586,0.601471585963511,0.9979934788061199,0.49896510484291423,2.43514338063882,1
